tsne_1,tsne_2,noise_level
-21.07752,14.193772,0
28.293001,2.2811317,0
-15.519034,-34.29409,0
19.16884,16.41519,0
19.098133,-18.348242,0
20.273396,33.47513,0
18.812836,-8.458097,0
33.522163,-10.546294,0
14.087267,25.0303,0
-9.239516,7.097419,0
37.958344,14.328426,0
-15.48675,11.5900755,0
34.86564,2.1406226,0
29.921602,3.585748,0
-8.627742,1.0077307,0
21.565437,0.3208209,0
29.647005,16.800182,0
-10.500608,-0.7132575,0
-28.528631,17.139498,0
1.3011779,-22.391823,0
4.489789,-16.444387,0
-13.46104,-24.0132,0
31.358412,-20.788542,0
-6.2538276,-13.450506,0
37.351753,-15.990224,0
3.1027992,-11.349292,0
15.26393,20.257889,0
19.690279,-15.091468,0
9.220195,-23.987274,0
27.730091,-6.0920587,0
29.721518,15.659316,0
-17.660898,5.936466,0
35.36525,16.447926,0
26.17631,29.553724,0
-26.283766,16.045118,0
-10.25148,10.911452,0
-3.6642585,-20.155167,0
26.955385,-26.835285,0
6.4485683,26.900627,0
-21.375662,7.8791203,0
-6.78449,3.593882,0
-12.201584,22.686432,0
0.24482514,-8.050364,0
1.8788633,-31.016184,0
9.740369,-26.089064,0
1.0128285,-28.457699,0
21.557991,26.27441,0
-11.228119,10.102385,0
15.3954525,27.756626,0
35.046284,24.485579,0
40.332592,22.70893,0
14.867182,30.039473,0
17.192724,30.870335,0
2.6096127,-7.9503355,0
21.05357,9.703886,0
27.673656,25.03472,0
-23.787233,19.355865,0
-7.4619236,28.333342,0
16.37952,26.04372,0
-16.698141,14.299995,0
36.335762,3.1247277,0
-17.56165,-29.007301,0
2.3186722,-29.885298,0
-11.421594,6.284636,0
-8.309867,14.695569,0
17.491177,-21.443731,0
3.7587726,-22.11425,0
30.449097,-22.273724,0
35.787888,7.0031986,0
0.14502728,-14.024937,0
33.354362,-3.1345246,0
35.681656,14.491528,0
26.721245,25.499216,0
21.936094,-9.541804,0
-10.2763,29.27212,0
19.925558,-25.777304,0
22.159298,30.145496,0
2.2107906,32.633556,0
39.068287,18.187376,0
18.520538,20.54592,0
39.207554,3.2375133,0
27.232367,-14.744855,0
25.746553,-24.508932,0
19.095148,12.344515,0
-22.52161,17.400656,0
-0.50591695,24.965626,0
23.959164,23.131937,0
14.647527,33.88743,0
-24.708572,8.119002,0
25.654781,14.173599,0
-16.781206,4.4892955,0
28.325829,7.749658,0
28.202682,22.426493,0
-12.108128,-7.08543,0
31.974556,9.433033,0
-15.203957,7.4373245,0
24.645468,-12.253517,0
13.676631,-15.744065,0
1.0549042,23.009306,0
-16.16245,0.7317143,0
-20.966856,18.220345,0
21.337826,17.492252,0
20.950775,23.476088,0
35.584957,25.096952,0
34.69235,23.902594,0
25.629831,2.929108,0
11.078033,28.51213,0
-3.8448694,-5.0164204,0
34.6806,-17.16972,0
-12.196942,-4.3448157,0
8.039124,-16.488546,0
20.396488,9.0441265,0
40.32666,13.586572,0
-10.880855,1.7562889,0
27.02364,27.204721,0
21.86777,-9.617264,0
26.617369,10.664471,0
20.829102,10.803118,0
13.12466,-15.827075,0
25.919786,17.465479,0
23.776983,19.323881,0
-8.541791,24.438469,0
16.10429,17.018473,0
26.330574,0.5259877,0
35.38953,11.244541,0
12.041606,24.791828,0
21.958082,36.310802,0
-4.118514,-9.667533,0
-6.2611523,32.036484,0
-3.0304723,-31.927725,0
13.421339,22.291676,0
12.157871,-31.015894,0
24.446402,8.707973,0
5.7759476,-3.4688709,0
28.70967,11.413672,0
31.524094,-10.114071,0
30.99534,-18.30304,0
-0.12253058,-23.966824,0
27.440939,-7.7961974,0
-16.89935,-3.529276,0
-5.5727253,-17.912378,0
24.55517,12.559227,0.1
37.520214,19.026257,0.1
12.750724,33.17466,0.1
24.646332,-21.204214,0.1
-11.752248,8.587949,0.1
26.5575,19.926905,0.1
-10.619939,13.975461,0.1
31.561506,27.154305,0.1
31.772242,11.304214,0.1
-8.717307,4.208205,0.1
32.2599,13.457051,0.1
-3.4163313,0.21991865,0.1
10.215211,-16.667326,0.1
28.880617,5.8856196,0.1
34.89569,-12.553745,0.1
12.818284,-32.13979,0.1
30.599255,19.930815,0.1
33.9327,22.140776,0.1
21.89298,-19.314459,0.1
-3.0032628,17.818802,0.1
35.750725,22.102966,0.1
22.572403,20.670353,0.1
25.943861,22.181343,0.1
0.6521516,-10.988878,0.1
-4.4610715,2.3995116,0.1
36.51698,21.903618,0.1
-3.1705666,4.9130297,0.1
18.209568,-1.1302956,0.1
13.379326,-11.465736,0.1
29.982607,-19.91138,0.1
13.969122,-6.7585115,0.1
16.223253,22.083202,0.1
32.402557,18.234238,0.1
31.201878,21.423111,0.1
-19.149658,-28.158875,0.1
23.552946,15.528949,0.1
-8.260639,5.87611,0.1
0.6532889,-16.81827,0.1
12.991747,27.42484,0.1
-5.112717,3.6439524,0.1
8.096552,22.55616,0.1
18.518816,24.704737,0.1
4.6444793,-5.8187375,0.1
-12.319133,12.111278,0.1
34.296364,7.147356,0.1
21.373999,-21.795626,0.1
10.321186,-9.370321,0.1
-1.626277,-6.508885,0.1
-10.625557,14.531799,0.1
18.540354,27.392374,0.1
20.577324,5.1860423,0.1
-15.812858,-27.372766,0.1
-24.598547,13.602518,0.1
37.90398,10.405266,0.1
0.3631309,-26.646265,0.1
41.66848,8.586287,0.1
-27.471748,18.946577,0.1
27.117624,12.1499195,0.1
-31.11833,17.268309,0.1
31.197754,6.814,0.1
30.783314,-0.16995409,0.1
15.945805,24.463228,0.1
-5.03147,27.489395,0.1
-3.8065586,26.098818,0.1
32.76455,16.10269,0.1
36.848667,15.771309,0.1
-3.1696508,1.5913287,0.1
3.9601674,-19.684612,0.1
11.829616,-11.79664,0.1
-7.710886,-3.6213996,0.1
10.575557,33.3527,0.1
3.8842165,0.3357322,0.1
32.249752,7.1950703,0.1
-11.35217,4.6597533,0.1
10.987685,-7.814148,0.1
25.74728,-11.609828,0.1
-16.693,23.247536,0.1
23.600212,0.51268536,0.1
21.091043,14.543293,0.1
32.29629,4.6494846,0.1
-6.0788255,-22.704136,0.1
-7.7047114,26.084167,0.1
-0.11680551,6.795503,0.1
26.415148,-4.8977404,0.1
10.124978,-7.344394,0.1
31.875652,0.85654557,0.1
21.879396,4.144337,0.1
-0.6205468,5.997519,0.1
29.82808,12.842623,0.1
27.498695,19.65122,0.1
-0.47244644,28.654081,0.1
23.185701,10.093422,0.1
31.79447,7.309272,0.1
19.442955,14.712393,0.1
26.3979,-21.015707,0.1
26.386137,4.386039,0.1
-23.933634,11.062773,0.1
22.715204,34.914764,0.1
24.323366,14.737421,0.1
8.563692,25.638504,0.1
40.535625,-3.8270686,0.1
27.687977,16.068289,0.1
32.377354,12.1292925,0.1
10.686712,-28.406448,0.1
-12.004617,28.206745,0.1
39.064518,-2.3848262,0.1
7.656904,-20.518583,0.1
27.77561,18.893393,0.1
-18.773129,8.744581,0.1
36.86991,-12.764077,0.1
-2.5780394,-23.473995,0.1
2.9561203,26.686827,0.1
28.977953,-3.1086934,0.1
0.12795673,-33.02949,0.1
7.3419995,-6.000815,0.1
-21.330389,14.537144,0.1
27.726812,2.0293257,0.1
-15.589655,-34.073223,0.1
18.657782,15.141624,0.1
19.255182,-18.391647,0.1
20.163143,33.43095,0.1
18.744873,-8.778061,0.1
33.16439,-10.299657,0.1
13.586611,25.163712,0.1
-9.179884,6.304613,0.1
37.350075,13.541159,0.1
-15.378426,10.937405,0.1
34.111984,2.7186666,0.1
30.619951,5.0627503,0.1
-8.4217615,1.2220352,0.1
21.877165,0.3952359,0.1
28.670578,16.90728,0.1
-10.296487,-0.87707186,0.1
-28.612892,16.941109,0.1
1.6076672,-22.760271,0.1
4.5092955,-16.790064,0.1
-14.0568,-24.30625,0.1
30.817595,-20.624298,0.1
-6.146218,-13.631105,0.1
36.75392,-16.188486,0.1
3.3319113,-12.0975275,0.1
15.469436,20.63516,0.1
19.986198,-15.099721,0.1
9.201183,-24.054956,0.1
26.991148,-5.875049,0.1
29.079092,15.560606,0.1
-17.680347,5.7524066,0.1
35.42208,17.634907,0.1
26.033478,29.470112,0.1
-26.258116,15.980143,0.1
-10.83293,11.485709,0.1
-3.676571,-20.319778,0.1
26.673548,-26.877048,0.1
5.279414,26.362333,0.1
-21.405172,7.42428,0.1
-6.0198665,4.407968,0.1
-11.578987,22.455385,0.1
0.29378837,-7.8685613,0.1
1.408733,-31.073767,0.1
9.626161,-25.83578,0.1
0.7067613,-28.786924,0.1
21.22254,26.702381,0.1
-11.819219,10.6422205,0.1
15.10035,28.123316,0.1
35.74455,20.290516,0.1
40.23596,22.64214,0.1
15.12019,29.152384,0.1
17.116138,30.770546,0.1
2.4984853,-7.8580523,0.1
22.255512,11.568104,0.1
24.988869,24.915136,0.1
-23.91508,18.53434,0.1
-7.2043834,27.742365,0.1
16.376696,25.868662,0.1
-16.76511,14.23277,0.1
36.786205,3.441504,0.1
-17.605331,-28.546501,0.1
0.4456408,-29.757187,0.1
-11.223408,6.114166,0.1
-8.73143,14.4190645,0.1
17.50633,-21.450712,0.1
3.45815,-21.891577,0.1
30.227541,-21.726948,0.1
35.410095,7.150106,0.1
0.43264064,-14.023749,0.1
33.321407,-2.8831916,0.1
35.275623,14.769821,0.1
24.961376,25.455347,0.1
20.265354,-11.000027,0.1
-10.026892,28.787243,0.1
19.501902,-25.195269,0.1
22.031878,30.049109,0.1
2.1928766,32.602467,0.1
36.65145,19.045382,0.1
18.863104,20.621618,0.1
39.01094,3.2455597,0.1
27.56701,-14.929923,0.1
25.43399,-24.60078,0.1
19.591816,12.853461,0.1
-22.88914,16.882492,0.1
0.06005422,24.589287,0.1
24.746603,23.130154,0.1
14.73673,33.00393,0.1
-24.998775,7.91396,0.1
24.62172,14.112527,0.1
-17.329031,4.7355995,0.1
29.753113,5.820817,0.1
26.566225,19.46163,0.1
-12.120736,-7.0469804,0.1
33.433743,8.730294,0.1
-15.4537,7.3919005,0.1
24.587107,-12.6007595,0.1
12.486381,-13.861841,0.1
0.9259225,23.718594,0.1
-17.107924,0.47033533,0.1
-20.523312,17.885813,0.1
21.490198,16.917696,0.1
19.776901,22.519852,0.1
36.390587,20.735952,0.1
34.79041,21.274412,0.1
25.82377,2.7730756,0.1
10.724932,27.655222,0.1
-3.2306733,-4.8472776,0.1
34.53352,-17.479292,0.1
-12.342907,-4.6993885,0.1
8.317668,-16.346401,0.1
21.502647,12.982634,0.1
40.333435,13.478935,0.1
-10.254737,2.3152065,0.1
25.938305,27.14875,0.1
20.396633,-10.845258,0.1
26.826294,12.481056,0.1
21.632334,11.698121,0.1
11.814132,-15.146191,0.1
26.309866,17.486141,0.1
23.803062,19.571825,0.1
-8.055597,24.76992,0.1
16.066229,16.794155,0.1
26.31476,0.7148867,0.1
35.552147,9.815848,0.1
12.496057,24.965635,0.1
21.901615,36.336803,0.1
-3.8901968,-9.653587,0.1
-6.275277,31.97649,0.1
-2.7407792,-31.37622,0.1
13.526063,22.547949,0.1
12.424136,-31.084576,0.1
24.30942,9.26344,0.1
5.3492208,-3.7500708,0.1
28.391878,12.6301365,0.1
31.77825,-10.510966,0.1
30.027813,-17.433638,0.1
-0.006793247,-24.357458,0.1
26.922377,-7.365625,0.1
-17.272139,-2.9500375,0.1
-5.9831676,-17.657488,0.1
7.148085,4.8769712,0.2
16.093262,7.8255873,0.2
-2.251518,10.428626,0.2
24.420214,-20.044405,0.2
-9.058314,9.263231,0.2
6.738295,13.075657,0.2
-6.8532143,11.402219,0.2
5.514223,8.952353,0.2
9.518438,4.606986,0.2
-5.650716,7.0699353,0.2
8.07114,7.7235293,0.2
-0.06618805,1.8571624,0.2
9.005531,-14.081265,0.2
9.633517,2.0535483,0.2
33.271267,-13.424265,0.2
-17.74026,15.935029,0.2
4.410371,13.188494,0.2
12.973679,13.706526,0.2
22.59097,-17.667135,0.2
8.063719,-11.884735,0.2
14.286173,12.185064,0.2
10.768864,9.0406475,0.2
7.8431993,12.136025,0.2
0.09148072,-10.954193,0.2
-1.31678,2.8743289,0.2
15.905615,12.451761,0.2
-3.496708,5.9439387,0.2
16.871515,-0.9478623,0.2
8.924004,-13.476832,0.2
26.194881,-17.074623,0.2
12.154297,-1.5657387,0.2
12.786948,15.986379,0.2
12.993604,11.066586,0.2
5.1032724,12.923432,0.2
-18.740072,-27.400877,0.2
6.8639207,11.398521,0.2
-6.7872925,7.4123445,0.2
1.6195945,-16.027729,0.2
8.575847,19.427208,0.2
-4.923037,5.804813,0.2
7.9599595,21.468256,0.2
8.670212,17.272596,0.2
3.134755,-4.1773767,0.2
-8.039677,11.3416195,0.2
14.122314,2.4994495,0.2
20.48785,-21.579205,0.2
6.48181,-10.429172,0.2
-0.1518195,-4.9701014,0.2
-6.52153,11.737018,0.2
10.710934,16.02828,0.2
2.7421744,-2.7418098,0.2
-16.409601,-27.025736,0.2
-25.506403,13.146175,0.2
10.967047,13.0770645,0.2
-1.7471286,-28.172352,0.2
15.575672,3.7696338,0.2
-27.642359,18.203651,0.2
11.191896,5.5960217,0.2
-30.675152,16.69507,0.2
12.823636,3.0255198,0.2
15.012591,-2.0782852,0.2
11.396507,16.397026,0.2
-5.310005,25.370783,0.2
-4.659597,24.256527,0.2
14.834473,7.480053,0.2
12.325942,8.867012,0.2
-0.8730264,1.7505178,0.2
2.537306,-19.82563,0.2
7.815991,-12.043833,0.2
-7.885039,-2.65383,0.2
-0.096743636,12.716414,0.2
1.5466167,1.2534567,0.2
13.0775385,4.1022863,0.2
-6.637786,9.252876,0.2
7.443424,-10.847231,0.2
23.426817,-16.097576,0.2
5.6743903,-8.826162,0.2
9.267831,-1.708357,0.2
4.6337113,8.125783,0.2
13.266533,1.3412724,0.2
-5.946945,-23.30431,0.2
-6.40122,24.531162,0.2
-0.16268913,8.594861,0.2
23.944935,-4.6353765,0.2
6.3750396,-9.39182,0.2
14.26066,-1.6117233,0.2
12.817883,-0.61497325,0.2
-1.0461369,8.340798,0.2
10.298795,9.537621,0.2
5.431394,11.646372,0.2
-1.1096832,27.415262,0.2
7.7311854,5.2900267,0.2
12.8431425,3.6825216,0.2
4.287494,9.09304,0.2
25.386772,-19.226404,0.2
10.218535,3.159514,0.2
-24.715828,11.051094,0.2
4.0323496,11.078905,0.2
7.1217093,10.680801,0.2
12.446899,17.78586,0.2
39.185516,-4.2088647,0.2
9.154463,8.228472,0.2
10.436,5.780829,0.2
-0.2156825,0.0409389,0.2
-11.526931,27.141737,0.2
38.544506,-3.66858,0.2
-3.0427794,-14.624088,0.2
7.5400915,9.223902,0.2
-19.138596,7.75418,0.2
33.05469,-14.454923,0.2
-3.1127362,-23.924711,0.2
-3.7258954,23.687143,0.2
22.28454,-4.911558,0.2
-0.8378404,-31.649788,0.2
2.472348,-5.0212774,0.2
-21.682215,15.395584,0.2
10.57523,-1.2346646,0.2
-15.853185,-33.199528,0.2
3.4360335,8.95563,0.2
20.812775,-17.831837,0.2
4.169185,10.43998,0.2
18.300812,-9.670643,0.2
32.44349,-12.45087,0.2
10.069522,18.141077,0.2
-7.2373743,7.734143,0.2
14.615008,4.826968,0.2
-15.323355,10.34807,0.2
14.560618,0.15325195,0.2
11.794239,1.1155548,0.2
-7.373742,1.1674541,0.2
10.877982,-2.4333415,0.2
9.953291,8.087723,0.2
-8.956418,-1.887533,0.2
-28.78174,16.02019,0.2
1.6263231,-20.611513,0.2
3.915923,-15.193909,0.2
-14.744599,-24.613434,0.2
25.992794,-18.327675,0.2
-6.415746,-14.0749035,0.2
36.465225,-16.161026,0.2
3.613935,-12.283302,0.2
12.379643,15.488027,0.2
21.374773,-15.777924,0.2
0.8555629,2.1067483,0.2
23.781656,-5.02624,0.2
6.2443814,7.8380857,0.2
-18.64068,5.3318114,0.2
12.352095,8.206603,0.2
4.9934077,16.477581,0.2
-26.352753,15.04013,0.2
-8.756754,10.164096,0.2
-4.015644,-21.226583,0.2
26.034178,-27.086906,0.2
-9.050899,21.443727,0.2
-21.30165,6.899338,0.2
-5.345918,6.085133,0.2
-10.545339,21.686478,0.2
0.5593114,-6.697232,0.2
-1.6817353,-29.547857,0.2
-5.5910397,-0.80840003,0.2
-0.7915809,-29.950024,0.2
-0.8157655,10.490012,0.2
-9.665438,9.780768,0.2
9.447614,19.25435,0.2
15.057116,10.726442,0.2
14.315376,9.53676,0.2
7.5063105,17.352129,0.2
6.9698505,18.701118,0.2
1.8166578,-6.329145,0.2
6.0907364,4.9900794,0.2
8.54119,13.967556,0.2
-24.344547,17.119438,0.2
-6.266049,25.881271,0.2
8.603731,16.082767,0.2
-18.411633,15.674501,0.2
16.460594,-3.1370866,0.2
-17.613167,-27.565914,0.2
-1.2617525,-29.674511,0.2
-5.947998,9.981457,0.2
-7.4066615,12.286463,0.2
18.233564,-22.354301,0.2
2.533091,-20.688097,0.2
26.76056,-17.94346,0.2
16.022976,-0.3030602,0.2
0.98215824,-13.8015785,0.2
15.824642,0.93232346,0.2
12.319761,6.669736,0.2
7.117958,15.288647,0.2
18.706203,-11.640336,0.2
-10.030861,27.586657,0.2
18.998552,-24.429186,0.2
10.039873,20.285418,0.2
1.585985,32.078648,0.2
15.953148,8.74262,0.2
-2.0793784,9.442102,0.2
16.379095,-3.6684797,0.2
25.656733,-16.644764,0.2
24.624996,-25.016623,0.2
4.2629976,6.743935,0.2
-23.108932,16.433378,0.2
-0.48928285,21.619558,0.2
7.991936,14.735715,0.2
-1.2719575,11.995432,0.2
-25.372017,8.070962,0.2
8.0825205,10.573938,0.2
-18.37466,4.515522,0.2
11.750189,2.021425,0.2
9.370587,11.867169,0.2
-12.817497,-6.5027013,0.2
15.26745,6.977491,0.2
-15.994089,7.8221827,0.2
23.74493,-15.40224,0.2
5.7291403,-12.70827,0.2
-0.11365226,21.635578,0.2
-17.512661,0.29896697,0.2
-20.639055,17.00836,0.2
4.7055097,9.827788,0.2
12.022529,14.352714,0.2
15.645183,11.024714,0.2
13.822859,11.673256,0.2
9.700463,-0.8557765,0.2
5.8055043,19.901476,0.2
-2.178083,-4.0999975,0.2
33.991245,-16.38158,0.2
-12.951022,-5.415442,0.2
7.722801,-14.475073,0.2
4.2036934,3.6703062,0.2
12.370294,6.625734,0.2
-4.593751,7.4330044,0.2
5.5816956,15.265123,0.2
18.747631,-11.545254,0.2
9.506158,6.5772147,0.2
5.2137723,4.6576395,0.2
9.524062,-14.184962,0.2
10.219686,11.27386,0.2
8.992537,9.564977,0.2
-7.6555147,23.828009,0.2
0.5417787,9.426566,0.2
9.244652,0.58140516,0.2
12.329238,5.1634507,0.2
10.273917,18.671005,0.2
1.9677784,13.376326,0.2
-2.928617,-9.800175,0.2
-2.0677233,-10.1269655,0.2
-2.744608,-30.425865,0.2
9.316781,16.84389,0.2
0.4239714,-3.0224323,0.2
6.397279,6.443206,0.2
4.155222,-3.9503293,0.2
8.732793,6.8086133,0.2
31.431581,-11.454007,0.2
29.286713,-16.745522,0.2
-1.8140281,-25.522598,0.2
26.081333,-16.274965,0.2
-17.42289,-2.3139243,0.2
-6.367796,-17.366144,0.2
-34.638718,-21.869564,0.3
-39.981987,-10.464349,0.3
-26.90314,-3.3822167,0.3
-15.2676325,-14.189969,0.3
-25.291601,-1.6930032,0.3
-39.534428,-16.990664,0.3
-23.629187,-0.31919807,0.3
-42.94911,-16.101933,0.3
-36.022385,-18.967905,0.3
-24.691217,-3.8429153,0.3
-37.479652,-18.247417,0.3
-22.198421,-8.640828,0.3
-22.834795,-20.48335,0.3
-30.237724,-20.332983,0.3
-19.735523,-12.67947,0.3
-27.895523,1.6644214,0.3
-44.899307,-14.829393,0.3
-31.387728,-7.304782,0.3
-18.509502,-15.590402,0.3
-20.553036,-23.283058,0.3
-43.242126,-9.748457,0.3
-36.926945,-15.046169,0.3
-40.550217,-20.270393,0.3
-26.841125,-23.758364,0.3
-24.702785,-8.257856,0.3
-43.134533,-9.031098,0.3
-26.032835,-7.1436815,0.3
-25.388063,-15.1553135,0.3
-21.98543,-20.640287,0.3
-17.469404,-14.96386,0.3
-27.931042,-11.558588,0.3
-33.127773,-9.101968,0.3
-42.551456,-13.414716,0.3
-44.415718,-15.847014,0.3
-18.813044,-25.965754,0.3
-40.984333,-18.7724,0.3
-25.873116,-2.9932454,0.3
-24.090744,-22.68132,0.3
-35.073017,-5.2459054,0.3
-24.53238,-5.7367682,0.3
-35.583992,-4.072522,0.3
-36.023083,-8.231094,0.3
-30.112434,-22.591211,0.3
-25.475687,0.52689016,0.3
-27.614414,-14.910927,0.3
19.87914,-22.33598,0.3
-31.816748,0.89759874,0.3
-34.40581,-24.01559,0.3
-24.064865,0.4603488,0.3
-33.70459,-9.975807,0.3
-29.090508,-9.695367,0.3
-16.99572,-26.254856,0.3
-26.862625,11.540639,0.3
-33.95665,-10.960645,0.3
-4.9587445,-27.685953,0.3
-32.348557,-11.9970045,0.3
-28.999544,14.131127,0.3
-34.841606,-17.4852,0.3
-30.519348,14.894606,0.3
-32.78575,-15.850161,0.3
-25.874067,-15.5924225,0.3
-34.54778,-9.185606,0.3
-36.534462,0.5578469,0.3
-35.69732,0.70829195,0.3
-41.08145,-12.009744,0.3
-36.623734,-13.223161,0.3
-23.579874,-8.198826,0.3
-8.061554,-27.307308,0.3
-20.912516,-22.955873,0.3
-17.460642,-10.27803,0.3
-28.606247,-1.7874612,0.3
-24.759413,-9.83232,0.3
-33.804195,-16.345804,0.3
-24.039337,-1.6020837,0.3
-20.241688,-22.396494,0.3
-18.433695,-16.972797,0.3
-33.008717,2.0868547,0.3
-25.60146,-18.43816,0.3
-41.112175,-15.116933,0.3
-30.26122,-15.569108,0.3
-6.5386252,-24.793003,0.3
-35.27215,2.3060532,0.3
-27.360693,-5.603748,0.3
-32.066578,-14.201662,0.3
-32.483917,1.4603925,0.3
-25.546894,-16.19611,0.3
-30.953402,-10.761924,0.3
-27.971607,-6.3752093,0.3
-36.891834,-15.815917,0.3
-41.28195,-16.901499,0.3
-37.015495,-2.4177084,0.3
-35.63475,-21.572796,0.3
-32.894554,-16.172026,0.3
-42.575603,-14.122183,0.3
-15.571646,-14.820329,0.3
-32.389217,-19.316298,0.3
-26.633488,10.591826,0.3
-43.210598,-16.77949,0.3
-39.859417,-18.63198,0.3
-32.817368,-3.2337527,0.3
-31.093542,-18.63122,0.3
-37.954033,-17.288109,0.3
-36.1852,-18.086475,0.3
-24.196161,-9.031911,0.3
-33.78965,4.1548724,0.3
-31.527006,-18.007345,0.3
-34.14636,-25.243507,0.3
-39.422153,-19.28492,0.3
-22.32746,3.5197353,0.3
-42.893574,-6.8173065,0.3
-6.1391172,-25.830698,0.3
-36.04077,-1.0191036,0.3
-31.20987,-14.258288,0.3
-5.5904045,-29.635664,0.3
-29.867277,-23.15083,0.3
-29.439602,10.166922,0.3
-26.445932,-18.591116,0.3
-15.993081,-32.74824,0.3
-42.18819,-14.766157,0.3
-16.280241,-13.095666,0.3
-42.099358,-17.25696,0.3
-21.654243,-16.251904,0.3
-20.508686,-12.505594,0.3
-33.440174,-7.4756727,0.3
-25.39294,-2.7926505,0.3
-33.209324,-14.399391,0.3
-22.51182,-0.8168166,0.3
-28.94786,-13.713696,0.3
-29.252579,-16.886015,0.3
-25.459915,-4.831951,0.3
-28.948437,-11.135374,0.3
-38.30017,-15.597621,0.3
-17.04314,-10.966883,0.3
-29.827412,14.420392,0.3
-7.079407,-27.247177,0.3
-25.015352,-19.863762,0.3
-17.223494,-24.514702,0.3
-15.513139,-15.678506,0.3
-20.437769,-7.812253,0.3
-44.21263,-6.9812927,0.3
-26.876534,-21.925539,0.3
-33.83644,-8.614284,0.3
-19.308372,-16.062464,0.3
-23.379328,-9.795121,0.3
-32.224754,-13.463459,0.3
-40.39959,-14.984628,0.3
-20.605415,3.560503,0.3
-37.698616,-14.059915,0.3
-43.87004,-20.092276,0.3
-28.592062,12.228071,0.3
-25.578304,-0.7308687,0.3
-5.3797293,-25.685333,0.3
24.91724,-27.777285,0.3
-33.175575,-1.2059811,0.3
-22.084517,5.785732,0.3
-24.095552,-4.912596,0.3
-32.878716,3.5521631,0.3
-29.047039,-24.009008,0.3
-4.7105527,-28.853832,0.3
-22.85283,-6.598137,0.3
-4.1282744,-29.244911,0.3
-30.109118,-6.12877,0.3
-26.406862,-0.99432904,0.3
-34.86991,-7.231531,0.3
-41.813255,-9.889917,0.3
-42.008263,-12.0332985,0.3
-35.699097,-6.014776,0.3
-34.243805,-5.3591957,0.3
-28.137623,-23.445456,0.3
-36.12248,-22.411278,0.3
-37.42929,-11.617026,0.3
-29.115818,11.527164,0.3
-36.97986,2.5909197,0.3
-36.00181,-9.406106,0.3
-27.461483,2.5707393,0.3
-27.221268,-16.497528,0.3
-17.90838,-26.201471,0.3
-3.797803,-29.202888,0.3
-23.122295,-2.1725645,0.3
